"compound","Compound_Name","Smiles","match_type","mz","rt"
3140,"1,6-di-O-galloyl-2-O-p-coumaroyl-beta-D-glucose|4??Ç?Ç?Hydroxy-beta-D-Pyranose-2-Cinnamoyl-1, 6-digalloylglucose","OC1C(O)C(OC(=O)C=Cc2ccc(O)cc2)C(OC(=O)c3cc(O)c(O)c(O)c3)OC1COC(=O)c4cc(O)c(O)c(O)c4","in silico UNPD",629.11375,13.6012
3149,"Catechin_Pentose_Pentose","c12c(c(cc(c1)O)O)CC(C(O2)c1ccc(c(c1)O)O)OC1OC(C(C1O)OC1OC(C(C1O)O)CO)CO","mass_only",553.1542,15.5178
3150,"Catechin_Gallate_Gallate_Gallate","c12c(c(cc(c1)O)O)CC(C(O2)c1ccc(c(c1)O)O)OC(=O)c1cc(c(c(c1)O)O)OC(=O)c1cc(c(c(c1)O)O)OC(=O)c1cc(c(c(c1)O)O)O","in silico",745.1061,14.3378
3160,"gallic acid methyl ester 3-O-beta-D-(6'-O-galloyl)-glucoside|Gentisic acid 5-O-beta-D-(6'-O-galloyl)glucopyranoside|methyl gallate 3-O-beta-D-(6'-O-galloyl)glucopyranoside","COC(=O)c1cc(O)c(O)c(OC2OC(COC(=O)c3cc(O)c(O)c(O)c3)C(O)C(O)C2O)c1","in silico UNPD",497.0932,8.2942
3167,"Di_Afzelechin_Type_B_Hexose_Coumarate_Hexose,Di_Catechin_Type_B_Deoxyhexose_Cinnamate_Hexose,Di_Catechin_Type_B_Deoxyhexose_Coumarate_Deoxyhexose","c12c(c(cc(c1)O)O)C(C(C(O2)c1ccc(cc1)O)O)c1c2c(c(cc1O)O)CC(C(O2)c1ccc(cc1)O)OC(=O)/C=C/c1ccc(cc1)OC1OC(C(C(C1O)O)O)COC1C(O)OC(C(C1O)O)CO,c12c(c(cc(c1)O)O)C(C(C(O2)c1ccc(c(c1)O)O)O)c1c2c(c(cc1OC1C(C(O)OC(C1O)CO)O)OC(=O)/C=C/c1ccccc1)CC(C(O2)c1ccc(c(c1)OC1OC(C(C(C1O)O)O)C)O)O,c12c(c(cc(c1)O)O)C(C(C(O2)c1ccc(c(c1)O)O)O)c1c2c(c(cc1O)OC1C(O)OC(C(C1O)O)C)CC(C(O2)c1ccc(c(c1)OC(=O)/C=C/c1ccc(cc1)OC1OC(C(C(C1O)O)O)C)O)O","mass_only",1015.2802,15.2409
3170,"epicatechin-(4beta-8)-epicatechin 3-O-gallate-(4beta-8)-catechin","OC1Cc2c(O)cc(O)c(C3C(OC(=O)c4cc(O)c(O)c(O)c4)C(Oc5c(C6C(O)C(Oc7cc(O)cc(O)c67)c8ccc(O)c(O)c8)c(O)cc(O)c35)c9ccc(O)c(O)c9)c2OC1c%10ccc(O)c(O)c%10","in silico UNPD",1017.2063,12.4108
3171,"N/A","OC1C(O)C(COC(=O)c2cc(O)c(O)c(O)c2)OC(OC3C(Oc4cc(O)cc(O)c4C3=O)c5ccc(O)c(O)c5)C1O","in silico UNPD",617.11274,8.76942
3177,"Di_Hydro_Quercetin_Gallate_Gallate","c12c(c(cc(c1)O)O)C(=O)C(C(O2)c1cc(c(cc1)O)O)OC(=O)c1cc(c(c(c1)OC(=O)c1cc(c(c(c1)O)O)O)O)O","mass_only",607.072,16.2602
3185,"acacetin 7-O-beta-D-methylglucuronide","COC(=O)C1OC(Oc2cc(O)c3C(=O)C=C(Oc3c2)c4ccc(OC)cc4)C(O)C(O)C1O","in silico UNPD",473.105287,12.428437
3197,"N/A","OC1C(O)C(COC(=O)c2cc(O)c(O)c(O)c2)OC(OCCc3ccc(OC(=O)c4cc(O)c(O)c(O)c4)cc3)C1O","in silico UNPD",603.135608,12.503608
3202,"ilexoside LI","CC1(C)CCC2(CCC3(C)C(=CCC4C5(C)CCC(OC(=O)C6OC(O)C(OC7OC(CO)C(O)C(O)C7O)C(O)C6O)C(C)(C)C5CCC34C)C2C1O)C(=O)OC8OC(CO)C(O)C(O)C8O","in silico UNPD",971.4995,27.7588
3207,"4'_methyl_Myricetin_Coumarate_Cinnamate_Hexose,4'_methyl_Myricetin_Coumarate_Coumarate_Deoxyhexose","c12c(c(cc(c1)OC1C(OC(O)C(O)C1O)CO)Oc1ccc(cc1)/C=C/C(=O)O)c(=O)c(c(o2)c1cc(c(c(c1)O)OC)O)OC(=O)/C=C/c1ccccc1,c12c(c(cc(c1)O)O)c(=O)c(c(o2)c1cc(c(c(c1)O)OC)O)OC(=O)/C=C/c1ccc(cc1)OC(=O)/C=C/c1ccc(cc1)OC1OC(C(C(C1O)O)O)C","mass_only",769.175,15.1947
3210,"TriCE_DiGluc_MonoCinnamate","c12c(c(cc(c1)O)O)C(C(C(O2)c1ccc(c(c1)O)OCC1OC(O)C(O)C(C1O)O)O)c1c2c(c(cc1O)O)C(C(C(O2)c1ccc(c(c1)O)O)O)c1c2c(c(cc1O)O)CC(C(O2)c1ccc(c(c1)O)OCC1OC(O)C(O)C(C1O)O)OC(=O)/C=C/c1ccccc1","mass_only",1319.3406,13.0884
3212,"Quinic_Acid_5Gallate","O[C@]1(C[C@@H](OC(=O)c2cc(O)c(O)c(OC(=O)c3cc(c(c(c3)O)O)O)c2)[C@@H](OC(=O)c2cc(OC(=O)c3cc(c(c(c3)O)O)O)c(O)c(O)c2)[C@H](OC(=O)c2cc(O)c(O)c(O)c2)C1)C(=O)O","mass_only",951.1032,10.3472
3217,"4'_methyl_Myricetin_Cinnamate_Cinnamate_Hexose,4'_methyl_Myricetin_Coumarate_Cinnamate_Deoxyhexose","c12c(c(cc(c1)OC1C(O)C(O)OC(C1O)CO)OC(=O)/C=C/c1ccccc1)c(=O)c(c(o2)c1cc(c(c(c1)O)OC)O)OC(=O)/C=C/c1ccccc1,c12c(c(cc(c1)OC1C(OC(O)C(C1O)O)C)Oc1ccc(cc1)/C=C/C(=O)O)c(=O)c(c(o2)c1cc(c(c(c1)O)OC)O)OC(=O)/C=C/c1ccccc1","mass_only",753.181867,13.873267
3220,"Di_Hydro_Kaempferol_Gallate_Gallate","c12c(c(cc(c1)O)O)C(=O)C(C(O2)c1ccc(cc1)O)OC(=O)c1cc(c(c(c1)OC(=O)c1cc(c(c(c1)O)O)O)O)O","mass_only",591.077131,17.100808
3241,"jasminoid C","CO[C@@H]1OC[C@H](CO[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H]3CC[C@@H](C)[C@H]13","in silico UNPD",361.185078,13.454633
3246,"Myricetin_Pentose_Gallate","c12c(c(cc(c1)O)O)c(=O)c(c(o2)c1cc(c(c(c1)O)O)O)OC(=O)c1cc(c(c(c1)OC1OC(C(C1O)O)CO)O)O","mass_only",601.081925,12.93605
3258,"1'-O-Galloylsucrose","OCC1OC(OC2(COC(=O)c3cc(O)c(O)c(O)c3)OC(CO)C(O)C2O)C(O)C(O)C1O","in silico UNPD",493.118589,2.9612
3267,"4'_methyl_Myricetin_Hexose_Deoxyhexose_Hexose","c12c(c(cc(c1)O)O)c(=O)c(c(o2)c1cc(c(c(c1)O)OC)O)OC1OC(C(C(C1O)O)OC1OC(C(C(C1O)O)OC1OC(C(C(C1O)O)O)CO)CO)C","mass_only",801.2171,15.2556
3269,"Di_Catechin_Type_B_Cinnamate,Afzelechin_Catechin_Type_B_Coumarate,Afzelechin_Gallocatechin_Type_B_Cinnamate,Kaempferol_Cinnamate_Cinnamate_Hexose,Kaempferol_Coumarate_Cinnamate_Deoxyhexose,Quercitin_Cinnamate_Cinnamate_Deoxyhexose","c12c(c(cc(c1)O)O)C(C(C(O2)c1ccc(c(c1)O)O)O)c1c2c(c(cc1O)OC(=O)/C=C/c1ccccc1)CC(C(O2)c1ccc(c(c1)O)O)O,c12c(c(cc(c1)O)O)C(C(C(O2)c1cc(c(cc1)O)O)O)c1c2c(c(cc1O)O)CC(C(O2)c1ccc(cc1)OC(=O)/C=C/c1ccc(cc1)O)O,c12c(c(cc(c1)O)O)C(C(C(O2)c1cc(c(c(c1)O)O)O)O)c1c2c(c(cc1O)O)CC(C(O2)c1ccc(cc1)OC(=O)/C=C/c1ccccc1)O,c12c(c(cc(c1)OC1C(C(O)OC(C1O)CO)O)OC(=O)/C=C/c1ccccc1)c(=O)c(c(o2)c1ccc(cc1)O)OC(=O)/C=C/c1ccccc1,c12c(c(cc(c1)O)OC(=O)/C=C/c1ccccc1)c(=O)c(c(o2)c1ccc(cc1)O)OC(=O)/C=C/c1ccc(cc1)OC1C(O)C(C(C(O1)C)O)O,c12c(c(cc(c1)O)OC1C(C(O)OC(C1O)C)O)c(=O)c(c(o2)c1cc(c(cc1)OC(=O)/C=C/c1ccccc1)O)OC(=O)/C=C/c1ccccc1","mass_only",707.17745,18.8443
3277,"(-)-shikimic acid 3,4-O-digallate|3,4-Di-O-galloylshikimic acid","OC1C=C(CC(OC(=O)c2cc(O)c(O)c(O)c2)C1OC(=O)c3cc(O)c(O)c(O)c3)C(=O)O","in silico UNPD",477.066025,9.513063
3279,"Gingerglycolipid A","CCC=C/CC=C/CC=C/CCCCCCCC(=O)OCC(O)COC1OC(COC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O","in silico UNPD",675.3621,27.7054
3290,"Gallocatechin_Pentose_Gallate","c12c(c(cc(c1)O)O)CC(C(O2)c1cc(c(c(c1)O)O)O)OC(=O)c1cc(c(c(c1)O)O)OC1OC(C(C1O)O)CO","mass_only",589.1268,6.9001
3293,"(1S)-1,2,3,4-tetrahydro-8-hydroxy-4-oxonaphthalen-1-yl 6-O-[(3,4,5-trihydroxyphenyl)carbonyl]-beta-D-glucopyranoside","OC1C(O)C(COC(=O)c2cc(O)c(O)c(O)c2)OC(OC3CCC(=O)c4cccc(O)c34)C1O","in silico UNPD",491.1185,13.2966
3295,"quercetin 3-O-(6""-O-benzoyl)-beta-D-galactopyranoside|quercetin 3-O-(6-O-benzoyl-beta-D-galactopyranoside)|quercetin-3-benzoylgalactoside|quercetin-3-O-(6''-benzoyl)-beta-galactoside","OC1C(COC(=O)c2ccccc2)OC(OC3=C(Oc4cc(O)cc(O)c4C3=O)c5ccc(O)c(O)c5)C(O)C1O","in silico UNPD",567.1123,17.2088
3301,"Di_Afzelechin_Type_B_Hexose_Coumarate,Afzelechin_Catechin_Type_B_Hexose_Cinnamate,Afzelechin_Catechin_Type_B_Deoxyhexose_Coumarate,Afzelechin_Gallocatechin_Type_B_Deoxyhexose_Cinnamate","c12c(c(cc(c1)O)O)C(C(C(O2)c1ccc(cc1)O)O)c1c2c(c(cc1O)O)CC(C(O2)c1ccc(cc1)O)OC(=O)/C=C/c1ccc(cc1)OC1OC(C(C(C1O)O)O)CO,c12c(c(cc(c1)O)O)C(C(C(O2)c1cc(c(cc1)O)O)O)c1c2c(c(cc1O)OC1C(O)OC(C(C1O)O)CO)CC(C(O2)c1ccc(cc1)OC(=O)/C=C/c1ccccc1)O,c12c(c(cc(c1)O)O)C(C(C(O2)c1cc(c(cc1)O)O)O)c1c2c(c(cc1O)OC1C(O)OC(C(C1O)O)C)CC(C(O2)c1ccc(cc1)OC(=O)/C=C/c1ccc(cc1)O)O,c12c(c(cc(c1)O)O)C(C(C(O2)c1cc(c(c(c1)O)O)O)O)c1c2c(c(cc1O)OC1C(O)OC(C(C1O)OC(=O)/C=C/c1ccccc1)C)CC(C(O2)c1ccc(cc1)O)O","mass_only",853.2372,8.7394
3311,"4_Methyl_Myricetin_Deoxyhexose","c12c(c(cc(c1)O)O)c(=O)c(c(o2)c1cc(c(c(c1)O)OC)O)OC1OC(C(C(C1O)O)O)C","mass_only",477.102584,14.096311
3312,"4'-methoxy-3',5,7-trihydroxy-8-(1''-(3''',4''',5'''-trihydroxyphenyl)ethyl)flavone","COc1ccc(cc1O)C2=CC(=O)c3c(O)cc(O)c([C@H](C)c4cc(O)c(O)c(O)c4)c3O2","in silico UNPD",451.087179,9.384252
3321,"1-O-(E)-feruloyl-3-alpha-D-glucuronosylglycerol","COc1cc(C=CC(=O)OCC(O)COC2OC(C(O)C(O)C2O)C(=O)O)ccc1O","in silico UNPD",443.1197,9.8964
3327,"Stophanthobiose","CC1OC(O)CCC1OC2OC(CO)C(O)C(O)C2O","in silico UNPD",293.12328,7.54262
3332,"N/A","OC1C(Oc2cc(O)ccc2C1c3c(O)c(O)c(O)cc3C4=CC(=O)c5ccc(O)cc5O4)c6cc(O)c(O)c(O)c6","in silico UNPD",573.1027,6.1072
3334,"NCGC00169402-02!2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-6-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]chromen-4-one","OCC1OC(C(O)C(O)C1O)C2=C(O)C3=C(OC(=CC3=O)C4=CC(O)=C(O)C=C4)C=C2O","GNPS databases",483.0777,4.808
3335,"1-O-caffeoyl-beta-D-glucose","CC(=C/c1ccc(O)c(O)c1)C(=O)OC2OC(CO)C(O)C(O)C2O","in silico UNPD",355.101016,8.370132
3341,"Pentagallate","c12c(c(cc(c1)O)O)CC(C(O2)c1ccc(c(c1)O)O)OC(=O)[C@@H]1[C@H]([C@H]([C@H](C(O1)O)O)O)O","mass_only",777.056685,12.712485
3342,"Di_Hydro_Myricetin","c12c(c(cc(c1)O)O)C(=O)C(C(O2)c1cc(c(c(c1)O)O)O)O","mass_only",319.044929,10.760481
3351,"4-O-(6-O-P-Coumaroyl-beta-D-glucopyranosyl)-P-coumaric acid","OC1C(COC(=O)C=Cc2ccc(O)cc2)OC(Oc3ccc(C=CC(=O)O)cc3)C(O)C1O","in silico UNPD",471.128775,15.57465
3366,"Di_Catechin_Type_B_Gallate_Gallate","c12c(c(cc(c1)O)O)C(C(C(O2)c1ccc(c(c1)O)O)O)c1c2c(c(cc1O)OC(=O)c1cc(c(c(c1)OC(=O)c1cc(c(c(c1)O)O)O)O)O)CC(C(O2)c1ccc(c(c1)O)O)O","in silico",881.1557,8.7606
3374,"4_Methyl_Myricetin_Deoxyhexose","c12c(c(cc(c1)O)O)c(=O)c(c(o2)c1cc(c(c(c1)O)OC)O)OC1OC(C(C(C1O)O)O)C","mass_only",477.1029,13.68715
3386,"Gallocatechin_Catechin_Type_B_Coumarate,Di_Gallocatechin_Type_B_Cinnamate,Kaempferol_Coumarate_Coumarate_Hexose,Quercitin_Coumarate_Cinnamate_Hexose,Quercitin_Coumarate_Coumarate_Deoxyhexose,Myricetin_Cinnamate_Cinnamate_Hexose,Myricetin_Coumarate_Cinnamate_Deoxyhexose,4'_methyl_Myricetin_Coumarate_Cinnamate_Pentose","c12c(c(cc(c1)O)O)C(C(C(O2)c1cc(c(c(c1)O)O)O)O)c1c2c(c(cc1O)O)CC(C(O2)c1ccc(c(c1)OC(=O)/C=C/c1ccc(cc1)O)O)O,c12c(c(cc(c1)O)O)C(C(C(O2)c1cc(c(c(c1)O)O)O)O)c1c2c(c(cc1O)OC(=O)/C=C/c1ccccc1)CC(C(O2)c1cc(c(c(c1)O)O)O)O,c12c(c(cc(c1)O)OC(=O)/C=C/c1ccc(cc1)O)c(=O)c(c(o2)c1ccc(cc1)O)OC(=O)/C=C/c1ccc(cc1)OC1OC(C(C(O)C1O)O)CO,c12c(c(cc(c1)O)OC1C(C(O)OC(C1O)CO)O)c(=O)c(c(o2)c1cc(c(cc1)O)O)OC(=O)/C=C/c1ccc(cc1)OC(=O)/C=C/c1ccccc1,c12c(c(cc(c1)O)OC1C(C(O)OC(C1O)C)O)c(=O)c(c(o2)c1cc(c(cc1)O)O)OC(=O)/C=C/c1ccc(cc1)OC(=O)/C=C/c1ccc(cc1)O,c12c(c(cc(c1)O)OC1C(O)C(O)OC(C1O)CO)c(=O)c(c(o2)c1cc(c(c(c1)O)OC(=O)/C=C/c1ccccc1)O)OC(=O)/C=C/c1ccccc1,c12c(c(cc(c1)O)OC1C(C(O)OC(C1O)C)O)c(=O)c(c(o2)c1cc(c(c(c1)O)OC(=O)/C=C/c1ccc(cc1)O)O)OC(=O)/C=C/c1ccccc1,c12c(c(cc(c1)OCC1OC(O)C(C1O)O)Oc1ccc(cc1)/C=C/C(=O)O)c(=O)c(c(o2)c1cc(c(c(c1)O)OC)O)OC(=O)/C=C/c1ccccc1","mass_only",739.1665,14.949767
3412,"NCGC00380464-01!3-[(2S,3R,4S,5R,6S)-3,4-dihydroxy-6-methyl-5-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyoxan-2-yl]oxy-2-(3,4-dihydroxyphenyl)-5-hydroxy-7-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxychromen-4-one","C[C@@H]1O[C@@H](OC2=C(OC3=CC(OC4OC(CO)C(O)C(O)C4O)=CC(O)=C3C2=O)C5=CC(O)=C(O)C=C5)[C@H](O)[C@H](O)[C@H]1O[C@@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6O","GNPS databases",771.1977,9.4587
3414,"Taxillusin","OC1C(O)C(COC(=O)c2cc(O)c(O)c(O)c2)OC(OC3C(Oc4cc(O)cc(O)c4C3=O)c5ccc(O)c(O)c5)C1O","in silico UNPD",617.114068,9.949905
3416,"Gallocatechin_Pentose_Pentose","c12c(c(cc(c1)O)O)CC(C(O2)c1cc(c(c(c1)O)O)O)OC1OC(C(C1O)OC1OC(C(C1O)O)CO)CO","mass_only",569.1491,7.5183
3419,"Myricetin_Gallate","c12c(c(cc(c1)O)O)c(=O)c(c(o2)c1cc(c(c(c1)O)O)O)OC(=O)c1cc(c(c(c1)O)O)O","mass_only",469.0395,9.6339
3430,"Afzelechin_Gallocatechin_Type_B_Gallate_Cinnamate","c12c(c(cc(c1)O)O)C(C(C(O2)c1cc(c(c(c1)O)O)O)O)c1c2c(c(cc1O)O)CC(C(O2)c1ccc(cc1)OC(=O)/C=C/c1ccccc1)OC(=O)c1cc(c(c(c1)O)O)O","in silico",859.1853,19.1846
3437,"Di_Hydro_Myricetin_Hexose","c12c(c(cc(c1)O)O)C(=O)C(C(O2)c1cc(c(c(c1)O)O)O)OC1OC(C(C(C1O)O)O)CO","mass_only",481.097819,10.5459
3443,"URIDINE","C1=CN(C(=O)NC1=O)C2C(C(C(O2)CO)O)O","GNPS databases",243.062187,1.349862
3447,"(2R,2??,2??Ç?,3R,3??,3??Ç?,4R,4??)-3,3??4??5,7-Pentahydroxyflavan(4?8)-3,3??4??5,7-pentahydroxyflavan(2?7,4?8)-3,3??4??5,7-pentahydroxyflavan|epicatechin-(4beta->8)-epicatechin-(4beta->8, 2beta->O->7)-catechin|epicatechin-(4beta?8)-epicatechin-(2beta?O?7,4beta?8)-catechin","OC1Cc2c(O)cc3OC4(Oc5c(C6C(O)C(Oc7cc(O)cc(O)c67)c8ccc(O)c(O)c8)c(O)cc(O)c5C(C4O)c3c2OC1c9ccc(O)c(O)c9)c%10ccc(O)c(O)c%10","in silico UNPD",863.1794,8.471075
3448,"ReSpect:PT209290 Myricetin-3-Rhamnoside|Myrc-3-Rha|Myricitrin|Myricitrine|Myricetrin|Myricitroside|myricetin-3-O-rhamnoside|Myricetol 3-rhamnoside|Myricetin 3-O-alpha-L-rhamnopyranoside|3-((6-Deoxy-alpha-L-mannopyrano","CC1C(C(C(C(O1)OC2=C(OC3=CC(=CC(=C3C2=O)O)O)C4=CC(=C(C(=C4)O)O)O)O)O)O","GNPS databases",463.0867,12.591667
3450,"Di_Hydro_Quercetin (taxifolin)","c12c(c(cc(c1)O)O)C(=O)C(C(O2)c1cc(c(cc1)O)O)O","mass_only",303.0502,7.2022
3454,"Di_Hydro_Quercetin_Pentose_Gallate","c12c(c(cc(c1)O)O)C(=O)C(C(O2)c1cc(c(cc1)O)O)OC(=O)c1cc(c(c(c1)OC1OC(C(C1O)O)CO)O)O","in silico",587.103,12.86075
3456,"3'-Galloylprodelphinidin B4","OC1C(Oc2cc(O)cc(O)c2C1c3c(O)cc(O)c4CC(OC(=O)c5cc(O)c(O)c(O)c5)C(Oc34)c6cc(O)c(O)c(O)c6)c7cc(O)c(O)c(O)c7","in silico UNPD",761.1347,10.8542
3461,"NCGC00384662-01!(2R,3R)-3,5,7-trihydroxy-2-(4-hydroxyphenyl)-6-[(3R,4R,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]-2,3-dihydrochromen-4-one","OC[C@H]1OC([C@H](O)[C@@H](O)[C@@H]1O)C2=C(O)C=C3O[C@@H]([C@@H](O)C(=O)C3=C2O)C4=CC=C(O)C=C4","GNPS databases",449.1082,9.7603
3469,"Tri_Afzelechin_Type_B_Pentose","c12c(c(cc(c1)O)O)C(C(C(O2)c1ccc(cc1)O)O)c1c2c(c(cc1O)O)C(C(C(O2)c1ccc(cc1)O)O)c1c2c(c(cc1O)O)CC(C(O2)c1ccc(cc1)O)OCC1OC(C(C1O)O)O","in silico",949.2534,9.547
3475,"MoNA:2869278 Floretin","N/A","GNPS databases",273.0756,15.0228
3485,"2,3-epoxyflavan-3',4',5,7-tetraol-(4->8'')-flavan-3'',3''',4''',5''',6''-pentaol|ichangol|rel-5-[ (2R,3S)-8-[ (1aR,7S,7aS)-1a-(3,4-dihydroxyphenyl)-1a,7a-dihydro-4,6-dihydroxy-7H-oxireno[b][1]benzopyran-7-yl]-3,4-dihydro-3,6-dihydroxy-2H-1-benzopyran-2-yl]-1,2,3-benzenetriol","O[C@H]1Cc2cc(O)cc([C@@H]3[C@@H]4O[C@@]4(Oc5cc(O)cc(O)c35)c6ccc(O)c(O)c6)c2O[C@@H]1c7cc(O)c(O)c(O)c7","in silico UNPD",575.1181,6.733855
3499,"Kaempferol_Cinnamate_Deoxyhexose","c12c(c(cc(c1)O)OC1C(C(C(C(O1)C)O)O)O)c(=O)c(c(o2)c1ccc(cc1)O)OC(=O)/C=C/c1ccccc1","in silico",561.13935,23.21935
3504,"Di_Catechin_Type_B_Gallate_Gallate","c12c(c(cc(c1)O)O)C(C(C(O2)c1ccc(c(c1)O)O)O)c1c2c(c(cc1O)OC(=O)c1cc(c(c(c1)OC(=O)c1cc(c(c(c1)O)O)O)O)O)CC(C(O2)c1ccc(c(c1)O)O)O","in silico",881.1545,12.3869
3505,"NCGC00385510-01![(2S,3R,4S,5R,6R)-2-[2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-4-oxochromen-3-yl]oxy-4,5-dihydroxy-6-(hydroxymethyl)oxan-3-yl] 3,4,5-trihydroxybenzoate","OC[C@H]1O[C@@H](OC2=C(OC3=CC(O)=CC(O)=C3C2=O)C4=CC(O)=C(O)C=C4)[C@H](OC(=O)C5=CC(O)=C(O)C(O)=C5)[C@@H](O)[C@H]1O","GNPS databases",615.0976,10.2835
3514,"6-p-hydroxybenzoyl-D-glucose|O6-(4-Hydroxy-benzoyl)-D-glucose|p-hydroxybenzoic acid glucose ester","O[C@H](COC(=O)c1ccc(O)cc1)[C@@H](O)[C@H](O)[C@@H](O)C=O","in silico UNPD",299.07665,4.57235
3517,"4'_methyl_Myricetin_Deoxyhexose_Deoxyhexose_Hexose","c12c(c(cc(c1)O)O)c(=O)c(c(o2)c1cc(c(c(c1)O)OC)O)OC1OC(C(C(C1O)O)OC1OC(C(C(C1O)O)OC1OC(C(C(C1O)O)O)CO)C)C","mass_only",785.22125,19.0464
3526,"Gallocatechin_Hexose_Gallate_Pentose","c12c(c(cc(c1)O)O)CC(C(O2)c1cc(c(c(c1)O)O)O)OC(=O)c1cc(c(c(c1)O)O)OC1C(C(C(C(O1)CO)OC1OC(C(C1O)O)CO)O)O","mass_only",751.17935,8.36875
3532,"Tri_Afzelechin_Type_B_Hexose","c12c(c(cc(c1)O)O)C(C(C(O2)c1ccc(cc1)O)O)c1c2c(c(cc1O)O)C(C(C(O2)c1ccc(cc1)O)O)c1c2c(c(cc1O)O)CC(C(O2)c1ccc(cc1)OC1OC(C(C(C1O)O)O)CO)O","in silico",979.2649,8.7925
3534,"Tri_Afzelechin_Type_B_Pentose_Pentose","c12c(c(cc(c1)O)O)C(C(C(O2)c1ccc(cc1)O)O)c1c2c(c(cc1O)O)C(C(C(O2)c1ccc(cc1)O)O)c1c2c(c(cc1O)O)CC(C(O2)c1ccc(cc1)O)OCC1OC(C(C1O)OCC1OC(C(C1O)O)O)O","mass_only",1081.2944,10.2576
3537,"GALACTARATE","C(C(C(C(=O)O)O)O)(C(C(=O)O)O)O","GNPS databases",209.0295,5.4136
3542,"Di_Catechin_Type_B_Hexose_Coumarate_Hexose,Di_Gallocatechin_Type_B_Deoxyhexose_Cinnamate_Hexose,Di_Gallocatechin_Type_B_Deoxyhexose_Coumarate_Deoxyhexose","c12c(c(cc(c1)O)O)C(C(C(O2)c1ccc(c(c1)O)O)O)c1c2c(c(cc1O)O)CC(C(O2)c1ccc(c(c1)OC(=O)/C=C/c1ccc(cc1)OC1OC(C(C(C1O)O)O)COC1C(O)OC(C(C1O)O)CO)O)O,c12c(c(cc(c1)O)O)C(C(C(O2)c1cc(c(c(c1)O)O)O)O)c1c2c(c(cc1O)OC(=O)/C=C/c1ccccc1)CC(C(O2)c1cc(c(c(c1)OC1OC(C(C(C1O)O)OC1OC(C(C(C1O)O)O)CO)C)O)O)O,c12c(c(cc(c1)O)O)C(C(C(O2)c1cc(c(c(c1)O)O)O)O)c1c2c(c(cc1O)O)CC(C(O2)c1cc(c(c(c1)OC(=O)/C=C/c1ccc(cc1)OC1OC(C(C(C1O)O)OC1OC(C(C(C1O)O)O)C)C)O)O)O","mass_only",1047.2727,9.5438
3544,"Di_Catechin_Type_B_Pentose_Gallate_Pentose","c12c(c(cc(c1)O)O)C(C(C(O2)c1ccc(c(c1)O)O)O)c1c2c(c(cc1O)OC(=O)c1cc(c(c(c1)OCC1OC(C(C1O)OCC1OC(C(C1O)O)O)O)O)O)CC(C(O2)c1ccc(c(c1)O)O)O","mass_only",993.2211,16.6186
3550,"cypellocarpin A","CC(C)(O)C1CCC(=CC1)C(=O)OCC2OC(Oc3cc(cc(O)c3O)C(=O)O)C(O)C(O)C2O","in silico UNPD",497.1632,12.4436
3554,"Quercetin_Pentose_Gallate","c12c(c(cc(c1)O)O)c(=O)c(c(o2)c1cc(c(cc1)O)O)OC(=O)c1cc(c(c(c1)OCC1OC(C(C1O)O)O)O)O","mass_only",585.08825,11.3547
3560,"Epigallocatechin","OC1=C(C[C@@H](O)[C@@H](C2=CC(O)=C(O)C(O)=C2)O3)C3=CC(O)=C1","GNPS databases",305.063177,11.520892
3562,"Di_Gallocatechin_Type_B_Gallate_Gallate_Gallate","c12c(c(cc(c1)O)O)C(C(C(O2)c1cc(c(c(c1)O)O)O)O)c1c2c(c(cc1O)OC(=O)c1cc(c(c(c1)OC(=O)c1cc(c(c(c1)OC(=O)c1cc(c(c(c1)O)O)O)O)O)O)O)CC(C(O2)c1cc(c(c(c1)O)O)O)O","mass_only",1065.1552,11.0188
3568,"N/A","OC1C(O)C(OC(=O)c2cc(O)c(O)c(O)c2)C(COC(=O)c3cc(O)c(O)c(O)c3)OC1OC4=C(Oc5cc(O)cc(O)c5C4=O)c6ccc(O)c(O)c6","in silico UNPD",767.1097,12.8649
3570,"(-)-epigallocatechin 3-O-caffeoate","Oc1cc(O)c2CC(OC(=O)C=Cc3ccc(O)c(O)c3)C(Oc2c1)c4cc(O)c(O)c(O)c4","in silico UNPD",467.0958,13.0181
3572,"Di_Hydro_Kaempferol_Pentose_Gallate","c12c(c(cc(c1)O)O)C(=O)C(C(O2)c1ccc(cc1)O)OCC1OC(C(C1O)OC(=O)c1cc(c(c(c1)O)O)O)O","in silico",571.108,13.93475
3590,"Gallic acid-3-O-(6'-O-galloyl)glucoside","OC1C(O)C(COC(=O)c2cc(O)c(O)c(O)c2)OC(Oc3c(O)c(O)ccc3C(=O)O)C1O","in silico UNPD",483.076622,10.209133
