#Scan#	Adduct	CAS_Number	Charge	Compound_Name	Compound_Source	Data_Collector	ExactMass	INCHI	INCHI_AUX	Instrument	IonMode	Ion_Source	LibMZ	LibraryName	LibraryQualityString	Library_Class	MQScore	MZErrorPPM	MassDiff	Organism	PI	Precursor_MZ	Pubmed_ID	RT_Query	SharedPeaks	Smiles	SpecCharge	SpecMZ	SpectrumFile	SpectrumID	TIC_Query	UpdateWorkflowName	tags
570	M-H	N/A	-1	2-O-(p-coumaroyl)-D-glucose|2-O-p-coummaroylglucose|Rhaponticin_2''-O-p-coumarate	Other	GCYounkin	326.1	N/A	N/A	qTof	Negative	LC-ESI	325.093	lib-00026.mgf	Bronze	3	0.77879	2.44071	0.000793457	PRIVATE-USER	TAKursar	325.093	N/A	0	6	C1([H])(OC(=O)C([H])=C([H])c2c([H])c([H])c(O[H])c([H])c2[H])C([H])(O[H])OC([H])(C([H])([H])O[H])C([H])(O[H])C1([H])O[H]	1	325.092	spectra/specs_ms.pklbin	CCMSLIB00001735719	828868	UPDATE-SINGLE-ANNOTATED-BRONZE	 
571	M-H	N/A	-1	3-O-(beta-D-glucopyranosyl)-catechin-(4alpha->8)-catechin|3-O-<beta-D-glucopyranosyl>-catechin-(4alpha->8)-catechin	Other	GCYounkin	740.195	N/A	N/A	qTof	Negative	LC-ESI	739.188	lib-00025.mgf	Bronze	3	0.397095	26.918	0.0198975	null	TAKursar	739.188	N/A	0	11	C1([H])(c2c(c([H])c(O[H])c([H])c2O[H])OC([H])(c3c([H])c([H])c(O[H])c(O[H])c3[H])C1([H])OC4([H])OC([H])(C([H])([H])O[H])C([H])(O[H])C([H])(O[H])C4([H])O[H])c5c(O[H])c([H])c(O[H])c(C([H])([H])C([H])(O[H])C([H])(c6c([H])c([H])c(O[H])c(O[H])c6[H])O7)c57	1	739.168	spectra/specs_ms.pklbin	CCMSLIB00001723135	991846	UPDATE-SINGLE-ANNOTATED-BRONZE	 
572	M-H	N/A	-1	kandelin_A-1|Kandelin_A1	Other	GCYounkin	740.174	N/A	N/A	qTof	Negative	LC-ESI	739.167	lib-00026.mgf	Bronze	3	0.346491	2.80748	0.0020752	PRIVATE-USER	TAKursar	739.167	N/A	0	9	c12c(OC([H])(c3c([H])c([H])c(O[H])c(O[H])c3[H])C([H])(O[H])C1([H])c4c(O[H])c([H])c(O[H])c(C([H])([H])C([H])(O[H])C([H])(c5c([H])c([H])c(O[H])c(O[H])c5[H])O6)c46)c7c(OC(=O)C([H])([H])C7([H])c8c([H])c([H])c(O[H])c(O[H])c8[H])c([H])c2O[H]	1	739.165	spectra/specs_ms.pklbin	CCMSLIB00001813382	580659	UPDATE-SINGLE-ANNOTATED-BRONZE	 
574	M-H	N/A	-1	Afzelechin_Catechin_Type_B_Coumarate	Other	GCYounkin	708.184	N/A	N/A	qTof	Negative	LC-ESI	707.177	lib-00027.mgf	Bronze	3	0.4477	0.94939	0.000671387	PRIVATE-USER	TAKursar	707.177	N/A	0	6	c12c(c(cc(c1)O)O)C(C(C(O2)c1cc(c(cc1)O)O)O)c1c2c(c(cc1O)O)CC(C(O2)c1ccc(cc1)OC(=O)/C=C/c1ccc(cc1)O)O	1	707.178	spectra/specs_ms.pklbin	CCMSLIB00001056360	301539	UPDATE-SINGLE-ANNOTATED-BRONZE	 
575	M-H	N/A	-1	1-O-p-hydroxycinnamoyl-beta-D-glucopyranose|4-O-beta-D-glucopyranosyl_coumaric_acid|4-O-beta-D-glucopyranosyl-p-coumaric_acid|4-O-beta-glucopyranosyl-p-coumaric_acid|4-O-glucosyl-p-coumaric_acid|p-coumaric_acid_beta-glucopyranoside	Other	GCYounkin	326.1	N/A	N/A	qTof	Negative	LC-ESI	325.093	lib-00025.mgf	Bronze	3	0.712571	7.32213	0.00238037	null	TAKursar	325.093	N/A	0	6	[C@]1([H])(Oc2c([H])c([H])c(C([H])=C([H])C(=O)O[H])c([H])c2[H])O[C@]([H])(C([H])([H])O[H])[C@@]([H])(O[H])[C@]([H])(O[H])[C@@]1([H])O[H]	1	325.091	spectra/specs_ms.pklbin	CCMSLIB00001467317	278529	UPDATE-SINGLE-ANNOTATED-BRONZE	 
578	M-H	N/A	-1	Nuezhenidic_acid	Other	GCYounkin	452.117	N/A	N/A	qTof	Negative	LC-ESI	451.109	lib-00025.mgf	Bronze	3	0.354691	18.1979	0.00820923	null	TAKursar	451.109	N/A	0	6	C1([H])(OC([H])(C([H])(C([H])(C([H])(C2([H])C([H])([H])O[H])O[H])O[H])O[H])O2)OC([H])=C(C([H])(C([H])([H])C(=O)O[H])C1(C([H])([H])C(=O)O[H])O[H])C(=O)OC([H])([H])[H]	1	451.101	spectra/specs_ms.pklbin	CCMSLIB00001658637	970539	UPDATE-SINGLE-ANNOTATED-BRONZE	 
579	M-H	N/A	-1	kandelin_A-1|Kandelin_A1	Other	GCYounkin	740.174	N/A	N/A	qTof	Negative	LC-ESI	739.167	lib-00026.mgf	Bronze	3	0.281683	2.55976	0.00189209	PRIVATE-USER	TAKursar	739.167	N/A	0	6	c12c(OC([H])(c3c([H])c([H])c(O[H])c(O[H])c3[H])C([H])(O[H])C1([H])c4c(O[H])c([H])c(O[H])c(C([H])([H])C([H])(O[H])C([H])(c5c([H])c([H])c(O[H])c(O[H])c5[H])O6)c46)c7c(OC(=O)C([H])([H])C7([H])c8c([H])c([H])c(O[H])c(O[H])c8[H])c([H])c2O[H]	1	739.165	spectra/specs_ms.pklbin	CCMSLIB00001813382	15895.2	UPDATE-SINGLE-ANNOTATED-BRONZE	 
580	M-H	N/A	-1	name_unknown	Other	GCYounkin	342.095	N/A	N/A	qTof	Negative	LC-ESI	341.088	lib-00025.mgf	Bronze	3	0.707136	6.44194	0.00219727	null	TAKursar	341.088	N/A	0	6	[C@@]1([H])(OC(=O)C([H])=C([H])c2c([H])c([H])c(O[H])c(O[H])c2[H])[C@]([H])(O[H])O[C@]([H])(C([H])([H])O[H])[C@@]([H])(O[H])[C@]1([H])O[H]	1	341.086	spectra/specs_ms.pklbin	CCMSLIB00001474671	425801	UPDATE-SINGLE-ANNOTATED-BRONZE	 
587	M-H	 	-1	Quinic Acid	Other	Ricardo M Borges	0.0	 	 	Ion Trap	Negative	DI-ESI	191.055	lib-00010.mgf	Bronze	3	0.633499	1.03826	0.000198364	GNPS-LIBRARY	Ricardo M Borges	191.055	 	0	7	 	1	191.055	spectra/specs_ms.pklbin	CCMSLIB00000579203	38941.5	UPDATE-SINGLE-ANNOTATED-BRONZE	 
591	M-H	N/A	-1	"2alpha,3alpha-epoxy-5,7,3',4'-tetrahydroxyflavan-(4beta?8)-epicatechin"	Other	GCYounkin	576.127	N/A	N/A	qTof	Negative	LC-ESI	575.12	lib-00025.mgf	Bronze	3	0.323149	2.65315	0.00152588	null	TAKursar	575.12	N/A	0	7	[C@]12(c3c([H])c([H])c(O[H])c(O[H])c3[H])[C@]([H])([C@@]([H])(c(c(O[H])c([H])c(O[H])c4[H])c4O1)c5c(O[H])c([H])c(O[H])c(C([H])([H])[C@]([H])(O[H])[C@]([H])(c6c([H])c([H])c(O[H])c(O[H])c6[H])O7)c57)O2	1	575.118	spectra/specs_ms.pklbin	CCMSLIB00001201224	204117	UPDATE-SINGLE-ANNOTATED-BRONZE	 
592	M-H	N/A	-1	"epicatechin-(2beta?O?7,4beta?8)-[catechin-(6?4beta)]-epicatechin"	Other	GCYounkin	864.19	N/A	N/A	qTof	Negative	LC-ESI	863.183	lib-00025.mgf	Bronze	3	0.486736	2.40412	0.0020752	null	TAKursar	863.183	N/A	0	11	[C@]12(c3c([H])c([H])c(O[H])c(O[H])c3[H])[C@]([H])(O[H])[C@]([H])(c(c(O[H])c([H])c(O[H])c4[H])c4O1)c(c5c(C([H])([H])[C@]([H])(O[H])[C@@]([H])(c6c([H])c([H])c(O[H])c(O[H])c6[H])O5)c(O[H])c7[C@]8([H])[C@@]([H])(O[H])[C@@]([H])(c9c([H])c([H])c(O[H])c(O[H])c9[H])Oc(c([H])c(O[H])c([H])c%10O[H])c8%10)c7O2	1	863.181	spectra/specs_ms.pklbin	CCMSLIB00001514816	106002	UPDATE-SINGLE-ANNOTATED-BRONZE	 
595	M-H	n/a	1	NCGC00179887-02!3-[(2S,3R,4S,5R,6R)-6-[[(2R,3R,4R,5S,6S)-3,5-dihydroxy-6-methyl-4-[(2S,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxyoxan-2-yl]oxymethyl]-3,4,5-trihydroxyoxan-2-yl]oxy-2-(3,4-dihydroxyphenyl)-5-hydroxy-7-methoxychromen-4-one	isolated	lfnothias	770.227	InChI=1S/C34H42O20/c1-10-20(38)24(42)26(44)33(50-10)53-30-21(39)11(2)49-32(28(30)46)48-9-18-22(40)25(43)27(45)34(52-18)54-31-23(41)19-16(37)7-13(47-3)8-17(19)51-29(31)12-4-5-14(35)15(36)6-12/h4-8,10-11,18,20-22,24-28,30,32-40,42-46H,9H2,1-3H3/t10-,11-,18+,20-,21-,22-,24+,25-,26+,27+,28+,30+,32+,33-,34-/m0/s1	N/A	Maxis II HD Q-TOF Bruker	negative	LC-ESI	769.22	lib-00017.mgf	Gold	1	0.876825	1.26955	0.000976562	GNPS-NIH-NATURALPRODUCTSLIBRARY_ROUND2_NEGATIVE	Jadhav/Dorrestein	769.22	n/a	0	6	COC1=CC2=C(C(=O)C(O[C@@H]3O[C@H](CO[C@@H]4O[C@@H](C)[C@H](O)[C@@H](O[C@@H]5O[C@@H](C)[C@H](O)[C@@H](O)[C@H]5O)[C@H]4O)[C@H](O)[C@H](O)[C@H]3O)=C(O2)C6=CC(O)=C(O)C=C6)C(O)=C1	1	769.219	spectra/specs_ms.pklbin	CCMSLIB00000845964	106129	UPDATE-SINGLE-ANNOTATED-GOLD	 
598	[M+H]	28288-98-4	1	ReSpect:PT209140 Isorhamnetin-3-Glucoside-4'-Glucoside|Isor-3-Glc-4'-Glc|Isorhamnetin 3,4'-diglucoside|Dactylin|Dactilin	Isolated	ReSpect	0.0	N/A	N/A	LC-Q-TOF/MS	Positive	ESI	623.161	lib-00007.mgf	Bronze	3	0.945102	0.783556	0.000488281	RESPECT	Putative ReSpect Match	623.161	N/A	0	7	c	1	623.161	spectra/specs_ms.pklbin	CCMSLIB00000222438	991606	UPDATE-SINGLE-ANNOTATED-BRONZE	 
604	M-H	480-19-3	1	3'-O-Methylquercetin	Commercial	Norberto Lopes	316.058	InChI=1S/C16H12O7/c1-22-11-4-7(2-3-9(11)18)16-15(21)14(20)13-10(19)5-8(17)6-12(13)23-16/h2-6,17-19,21H,1H3	N/A	qTof	Negative	DI-ESI	315.051	lib-00010.mgf	Bronze	3	0.427915	5.42447	0.00170898	GNPS-LIBRARY	Norberto Lopes	315.051	N/A	0	7	O=C1C2=C(O)C=C(O)C=C2OC(C3=CC(OC)=C(O)C=C3)=C1O	1	315.049	spectra/specs_ms.pklbin	CCMSLIB00000081595	6558.51	UPDATE-SINGLE-ANNOTATED-BRONZE	 
605	M-H	N/A	-1	"2alpha,3alpha-epoxy-5,7,3',4'-tetrahydroxyflavan-(4beta?8)-epicatechin"	Other	GCYounkin	576.127	N/A	N/A	qTof	Negative	LC-ESI	575.12	lib-00025.mgf	Bronze	3	0.332473	1.69802	0.000976562	null	TAKursar	575.12	N/A	0	6	[C@]12(c3c([H])c([H])c(O[H])c(O[H])c3[H])[C@]([H])([C@@]([H])(c(c(O[H])c([H])c(O[H])c4[H])c4O1)c5c(O[H])c([H])c(O[H])c(C([H])([H])[C@]([H])(O[H])[C@]([H])(c6c([H])c([H])c(O[H])c(O[H])c6[H])O7)c57)O2	1	575.119	spectra/specs_ms.pklbin	CCMSLIB00001201224	37962.8	UPDATE-SINGLE-ANNOTATED-BRONZE	 
607	[M+H]	107740-46-5	1	ReSpect:PT209110 Isorhamnetin-3-Galactoside-6''-Rhamnoside|Isor-3-Gal-6''-Rha	Isolated	ReSpect	0.0	N/A	N/A	LC-Q-TOF/MS	Positive	ESI	623.161	lib-00007.mgf	Bronze	3	0.926076	0.783556	0.000488281	RESPECT	Putative ReSpect Match	623.161	N/A	0	6	c	1	623.161	spectra/specs_ms.pklbin	CCMSLIB00000222431	420186	UPDATE-SINGLE-ANNOTATED-BRONZE	 
610	M-H	N/A	-1	isorhamnetin_3-arabinoside|tamarixetin-3-O-alpha-L-arabinoside	Other	GCYounkin	448.101	N/A	N/A	qTof	Negative	LC-ESI	447.093	lib-00025.mgf	Bronze	3	0.427126	1.2969	0.000579834	null	TAKursar	447.093	N/A	0	6	c12c(c([H])c(O[H])c([H])c1O[H])OC(c3c([H])c([H])c(OC([H])([H])[H])c(O[H])c3[H])=C(OC4([H])OC([H])([H])C([H])(O[H])C([H])(O[H])C4([H])O[H])C2=O	1	447.093	spectra/specs_ms.pklbin	CCMSLIB00001649866	3.05519e+06	UPDATE-SINGLE-ANNOTATED-BRONZE	 
613	M-H	n/a	1	NCGC00384822-01![(2R,3S,4S,5R,6S)-3,4-dihydroxy-5,6-bis[(3,4,5-trihydroxybenzoyl)oxy]oxan-2-yl]methyl 3,4,5-trihydroxybenzoate	isolated	lfnothias	636.096	InChI=1S/C27H24O18/c28-11-1-8(2-12(29)18(11)34)24(39)42-7-17-21(37)22(38)23(44-25(40)9-3-13(30)19(35)14(31)4-9)27(43-17)45-26(41)10-5-15(32)20(36)16(33)6-10/h1-6,17,21-23,27-38H,7H2/t17-,21-,22+,23-,27+/m1/s1	N/A	Maxis II HD Q-TOF Bruker	negative	LC-ESI	635.089	lib-00017.mgf	Gold	1	0.846718	1.72989	0.00109863	GNPS-NIH-NATURALPRODUCTSLIBRARY_ROUND2_NEGATIVE	Jadhav/Dorrestein	635.089	n/a	0	11	O[C@@H]1[C@@H](COC(=O)C2=CC(O)=C(O)C(O)=C2)O[C@@H](OC(=O)C3=CC(O)=C(O)C(O)=C3)[C@H](OC(=O)C4=CC(O)=C(O)C(O)=C4)[C@H]1O	1	635.088	spectra/specs_ms.pklbin	CCMSLIB00000847065	1.58226e+06	UPDATE-SINGLE-ANNOTATED-GOLD	 
614	M-H	n/a	1	NCGC00380553-01![3,4,5-trihydroxy-6-(3,4,5-trihydroxybenzoyl)oxyoxan-2-yl]methyl 3,4,5-trihydroxybenzoate	isolated	lfnothias	484.085	InChI=1S/C20H20O14/c21-8-1-6(2-9(22)13(8)25)18(30)32-5-12-15(27)16(28)17(29)20(33-12)34-19(31)7-3-10(23)14(26)11(24)4-7/h1-4,12,15-17,20-29H,5H2	N/A	Maxis II HD Q-TOF Bruker	negative	LC-ESI	483.078	lib-00017.mgf	Gold	1	0.720175	2.71645	0.00131226	GNPS-NIH-NATURALPRODUCTSLIBRARY_ROUND2_NEGATIVE	Jadhav/Dorrestein	483.078	n/a	0	7	OC1C(O)C(COC(=O)C2=CC(O)=C(O)C(O)=C2)OC(OC(=O)C3=CC(O)=C(O)C(O)=C3)C1O	1	483.077	spectra/specs_ms.pklbin	CCMSLIB00000845139	1.67138e+06	UPDATE-SINGLE-ANNOTATED-GOLD	 
615	M-H	N/A	-1	"1,4-di-O-galloyl_proto-quercitol"	Other	GCYounkin	468.09	N/A	N/A	qTof	Negative	LC-ESI	467.083	lib-00026.mgf	Bronze	3	0.479798	4.05086	0.00189209	PRIVATE-USER	TAKursar	467.083	N/A	0	6	C1([H])(OC(=O)c2c([H])c(O[H])c(O[H])c(O[H])c2[H])C([H])(O[H])C([H])([H])C([H])(OC(=O)c3c([H])c(O[H])c(O[H])c(O[H])c3[H])C([H])(O[H])C1([H])O[H]	1	467.081	spectra/specs_ms.pklbin	CCMSLIB00001729533	228311	UPDATE-SINGLE-ANNOTATED-BRONZE	 
62	[M+H]	102849-44-5	1	ReSpect:PT209300 Myricetin-3-Xyloside|Myrc-3-Xyl	Isolated	ReSpect	0.0	N/A	N/A	LC-Q-TOF/MS	Positive	ESI	449.072	lib-00007.mgf	Bronze	3	0.894537	1.29118	0.000579834	RESPECT	Putative ReSpect Match	449.072	N/A	0	6	c	1	449.071	spectra/specs_ms.pklbin	CCMSLIB00000222475	3.77568e+06	UPDATE-SINGLE-ANNOTATED-BRONZE	 
621	M-H	N/A	-1	"4alpha,5,8-trihydroxy-alpha-tetralone_5-O-beta-D-[6'-O-(3'',4'',5''-trihydroxybenzoyl)]glucopyranoside"	Other	GCYounkin	508.122	N/A	N/A	qTof	Negative	LC-ESI	507.114	lib-00026.mgf	Bronze	3	0.642385	1.80537	0.000915527	PRIVATE-USER	TAKursar	507.114	N/A	0	6	c12c(C(=O)C([H])([H])C([H])([H])C1([H])O[H])c(O[H])c([H])c([H])c2OC3([H])OC([H])(C([H])([H])OC(=O)c4c([H])c(O[H])c(O[H])c(O[H])c4[H])C([H])(O[H])C([H])(O[H])C3([H])O[H]	1	507.113	spectra/specs_ms.pklbin	CCMSLIB00001969154	746034	UPDATE-SINGLE-ANNOTATED-BRONZE	 
624	M-H	n/a	1	NCGC00384654-01![(2S,3R,4S,5S,6R)-4,5-dihydroxy-6-[[(E)-3-(4-hydroxyphenyl)prop-2-enoyl]oxymethyl]-2-(3,4,5-trihydroxybenzoyl)oxyoxan-3-yl] 3,4,5-trihydroxybenzoate	isolated	lfnothias	630.122	InChI=1S/C29H26O16/c30-15-4-1-12(2-5-15)3-6-21(35)42-11-20-24(38)25(39)26(44-27(40)13-7-16(31)22(36)17(32)8-13)29(43-20)45-28(41)14-9-18(33)23(37)19(34)10-14/h1-10,20,24-26,29-34,36-39H,11H2/b6-3+/t20-,24-,25+,26-,29+/m1/s1	N/A	Maxis II HD Q-TOF Bruker	negative	LC-ESI	629.115	lib-00017.mgf	Gold	1	0.481229	1.45526	0.000915527	GNPS-NIH-NATURALPRODUCTSLIBRARY_ROUND2_NEGATIVE	Jadhav/Dorrestein	629.115	n/a	0	9	O[C@@H]1[C@@H](COC(=O)\C=C\C2=CC=C(O)C=C2)O[C@@H](OC(=O)C3=CC(O)=C(O)C(O)=C3)[C@H](OC(=O)C4=CC(O)=C(O)C(O)=C4)[C@H]1O	1	629.114	spectra/specs_ms.pklbin	CCMSLIB00000846206	628567	UPDATE-SINGLE-ANNOTATED-GOLD	 
626	M-H	N/A	-1	"astragalin_2'',3''-O-digallate"	Other	GCYounkin	752.122	N/A	N/A	qTof	Negative	LC-ESI	751.115	lib-00025.mgf	Bronze	3	0.560837	20.9649	0.0157471	null	TAKursar	751.115	N/A	0	6	C1(O[C@]2([H])O[C@]([H])(C([H])([H])O[H])[C@@]([H])(O[H])[C@]([H])(OC(=O)c3c([H])c(O[H])c(O[H])c(O[H])c3[H])[C@@]2([H])OC(=O)c4c([H])c(O[H])c(O[H])c(O[H])c4[H])=C(Oc(c([H])c(O[H])c([H])c5O[H])c5C1=O)c6c([H])c([H])c(O[H])c([H])c6[H]	1	751.099	spectra/specs_ms.pklbin	CCMSLIB00001399771	10129.1	UPDATE-SINGLE-ANNOTATED-BRONZE	 
63	M-H	n/a	1	NCGC00169759-02![(2S,3R,4R,5S,6S)-2-[2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-4-oxochromen-3-yl]oxy-3,5-dihydroxy-6-methyloxan-4-yl] 3,4,5-trihydroxybenzoate	isolated	lfnothias	600.112	InChI=1S/C28H24O15/c1-9-20(35)25(42-27(39)11-5-16(33)21(36)17(34)6-11)23(38)28(40-9)43-26-22(37)19-15(32)7-12(29)8-18(19)41-24(26)10-2-3-13(30)14(31)4-10/h2-9,20,23,25,28-36,38H,1H3/t9-,20-,23+,25+,28-/m0/s1	N/A	Maxis II HD Q-TOF Bruker	negative	LC-ESI	599.105	lib-00017.mgf	Gold	1	0.656321	3.66758	0.00219727	GNPS-NIH-NATURALPRODUCTSLIBRARY_ROUND2_NEGATIVE	Jadhav/Dorrestein	599.105	n/a	0	7	C[C@@H]1O[C@@H](OC2=C(OC3=C(C(O)=CC(O)=C3)C2=O)C4=CC(O)=C(O)C=C4)[C@H](O)[C@H](OC(=O)C5=CC(O)=C(O)C(O)=C5)[C@H]1O	1	599.103	spectra/specs_ms.pklbin	CCMSLIB00000845475	3.73349e+06	UPDATE-SINGLE-ANNOTATED-GOLD	 
630	M-H	n/a	1	NCGC00179867-02![(2R,3R,4S,5R,6S)-3,5-dihydroxy-4,6-bis[(3,4,5-trihydroxybenzoyl)oxy]oxan-2-yl]methyl 3,4,5-trihydroxybenzoate	isolated	lfnothias	636.096	InChI=1S/C27H24O18/c28-11-1-8(2-12(29)18(11)34)24(39)42-7-17-21(37)23(44-25(40)9-3-13(30)19(35)14(31)4-9)22(38)27(43-17)45-26(41)10-5-15(32)20(36)16(33)6-10/h1-6,17,21-23,27-38H,7H2/t17-,21-,22-,23+,27+/m1/s1	N/A	Maxis II HD Q-TOF Bruker	negative	LC-ESI	635.089	lib-00017.mgf	Gold	1	0.811802	2.49873	0.00158691	GNPS-NIH-NATURALPRODUCTSLIBRARY_ROUND2_NEGATIVE	Jadhav/Dorrestein	635.089	n/a	0	11	O[C@@H]1[C@@H](COC(=O)C2=CC(O)=C(O)C(O)=C2)O[C@@H](OC(=O)C3=CC(O)=C(O)C(O)=C3)[C@H](O)[C@H]1OC(=O)C4=CC(O)=C(O)C(O)=C4	1	635.087	spectra/specs_ms.pklbin	CCMSLIB00000845184	1.31087e+06	UPDATE-SINGLE-ANNOTATED-GOLD	 
633	M-H	n/a	1	NCGC00384654-01![(2S,3R,4S,5S,6R)-4,5-dihydroxy-6-[[(E)-3-(4-hydroxyphenyl)prop-2-enoyl]oxymethyl]-2-(3,4,5-trihydroxybenzoyl)oxyoxan-3-yl] 3,4,5-trihydroxybenzoate	isolated	lfnothias	630.122	InChI=1S/C29H26O16/c30-15-4-1-12(2-5-15)3-6-21(35)42-11-20-24(38)25(39)26(44-27(40)13-7-16(31)22(36)17(32)8-13)29(43-20)45-28(41)14-9-18(33)23(37)19(34)10-14/h1-10,20,24-26,29-34,36-39H,11H2/b6-3+/t20-,24-,25+,26-,29+/m1/s1	N/A	Maxis II HD Q-TOF Bruker	negative	LC-ESI	629.115	lib-00017.mgf	Gold	1	0.523629	5.23894	0.0032959	GNPS-NIH-NATURALPRODUCTSLIBRARY_ROUND2_NEGATIVE	Jadhav/Dorrestein	629.115	n/a	0	8	O[C@@H]1[C@@H](COC(=O)\C=C\C2=CC=C(O)C=C2)O[C@@H](OC(=O)C3=CC(O)=C(O)C(O)=C3)[C@H](OC(=O)C4=CC(O)=C(O)C(O)=C4)[C@H]1O	1	629.112	spectra/specs_ms.pklbin	CCMSLIB00000846206	993756	UPDATE-SINGLE-ANNOTATED-GOLD	 
634	M-H	n/a	1	NCGC00384654-01![(2S,3R,4S,5S,6R)-4,5-dihydroxy-6-[[(E)-3-(4-hydroxyphenyl)prop-2-enoyl]oxymethyl]-2-(3,4,5-trihydroxybenzoyl)oxyoxan-3-yl] 3,4,5-trihydroxybenzoate	isolated	lfnothias	630.122	InChI=1S/C29H26O16/c30-15-4-1-12(2-5-15)3-6-21(35)42-11-20-24(38)25(39)26(44-27(40)13-7-16(31)22(36)17(32)8-13)29(43-20)45-28(41)14-9-18(33)23(37)19(34)10-14/h1-10,20,24-26,29-34,36-39H,11H2/b6-3+/t20-,24-,25+,26-,29+/m1/s1	N/A	Maxis II HD Q-TOF Bruker	negative	LC-ESI	629.115	lib-00017.mgf	Gold	1	0.547791	0	0	GNPS-NIH-NATURALPRODUCTSLIBRARY_ROUND2_NEGATIVE	Jadhav/Dorrestein	629.115	n/a	0	9	O[C@@H]1[C@@H](COC(=O)\C=C\C2=CC=C(O)C=C2)O[C@@H](OC(=O)C3=CC(O)=C(O)C(O)=C3)[C@H](OC(=O)C4=CC(O)=C(O)C(O)=C4)[C@H]1O	1	629.115	spectra/specs_ms.pklbin	CCMSLIB00000846206	4.58586e+06	UPDATE-SINGLE-ANNOTATED-GOLD	 
637	M-H	n/a	1	NCGC00179867-02![(2R,3R,4S,5R,6S)-3,5-dihydroxy-4,6-bis[(3,4,5-trihydroxybenzoyl)oxy]oxan-2-yl]methyl 3,4,5-trihydroxybenzoate	isolated	lfnothias	636.096	InChI=1S/C27H24O18/c28-11-1-8(2-12(29)18(11)34)24(39)42-7-17-21(37)23(44-25(40)9-3-13(30)19(35)14(31)4-9)22(38)27(43-17)45-26(41)10-5-15(32)20(36)16(33)6-10/h1-6,17,21-23,27-38H,7H2/t17-,21-,22-,23+,27+/m1/s1	N/A	Maxis II HD Q-TOF Bruker	negative	LC-ESI	635.089	lib-00017.mgf	Gold	1	0.820973	2.21041	0.00140381	GNPS-NIH-NATURALPRODUCTSLIBRARY_ROUND2_NEGATIVE	Jadhav/Dorrestein	635.089	n/a	0	12	O[C@@H]1[C@@H](COC(=O)C2=CC(O)=C(O)C(O)=C2)O[C@@H](OC(=O)C3=CC(O)=C(O)C(O)=C3)[C@H](O)[C@H]1OC(=O)C4=CC(O)=C(O)C(O)=C4	1	635.088	spectra/specs_ms.pklbin	CCMSLIB00000845184	1.57197e+06	UPDATE-SINGLE-ANNOTATED-GOLD	 
640	M-H	n/a	1	NCGC00169133-02![(2R,3R,4S,5R,6S)-3-hydroxy-4,5,6-tris[(3,4,5-trihydroxybenzoyl)oxy]oxan-2-yl]methyl 3,4,5-trihydroxybenzoate	isolated	lfnothias	788.107	InChI=1S/C34H28O22/c35-14-1-10(2-15(36)23(14)43)30(48)52-9-22-27(47)28(54-31(49)11-3-16(37)24(44)17(38)4-11)29(55-32(50)12-5-18(39)25(45)19(40)6-12)34(53-22)56-33(51)13-7-20(41)26(46)21(42)8-13/h1-8,22,27-29,34-47H,9H2/t22-,27-,28+,29-,34+/m1/s1	N/A	Maxis II HD Q-TOF Bruker	negative	LC-ESI	787.1	lib-00017.mgf	Gold	1	0.838735	2.01615	0.00158691	GNPS-NIH-NATURALPRODUCTSLIBRARY_ROUND2_NEGATIVE	Jadhav/Dorrestein	787.1	n/a	0	16	O[C@@H]1[C@@H](COC(=O)C2=CC(O)=C(O)C(O)=C2)O[C@@H](OC(=O)C3=CC(O)=C(O)C(O)=C3)[C@H](OC(=O)C4=CC(O)=C(O)C(O)=C4)[C@H]1OC(=O)C5=CC(O)=C(O)C(O)=C5	1	787.098	spectra/specs_ms.pklbin	CCMSLIB00000846084	2.54113e+06	UPDATE-SINGLE-ANNOTATED-GOLD	 
644	M+H	23666-13-9	-1	Vicenin-2	Isolated	Denise	594.159	InChI=1S/C27H30O15/c28-6-12-17(32)21(36)23(38)26(41-12)15-19(34)14-10(31)5-11(8-1-3-9(30)4-2-8)40-25(14)16(20(15)35)27-24(39)22(37)18(33)13(7-29)42-27/h1-5,12-13,17-18,21-24,26-30,32-39H,6-7H2/t12-,13-,17?,18?,21+,22+,23-,24-,26-,27?/m1/s1	 	qTof	Negative	DI-ESI	593.14	lib-00010.mgf	Bronze	3	0.84095	17.3904	0.0103149	GNPS-LIBRARY	Norberto	593.14	 	0	13	O[C@H]1C(C2=C3C(C(C=C(C4=CC=C(O)C=C4)O3)=O)=C(O)C([C@H]5O[C@H](CO)C(O)[C@H](O)[C@H]5O)=C2O)O[C@H](CO)C(O)[C@@H]1O	1	593.15	spectra/specs_ms.pklbin	CCMSLIB00000077238	1.6161e+06	UPDATE-SINGLE-ANNOTATED-BRONZE	 
