#Scan#	Adduct	CAS_Number	Charge	Compound_Name	Compound_Source	Data_Collector	ExactMass	INCHI	INCHI_AUX	Instrument	IonMode	Ion_Source	LibMZ	LibraryName	LibraryQualityString	Library_Class	MQScore	MZErrorPPM	MassDiff	Organism	PI	Precursor_MZ	Pubmed_ID	RT_Query	SharedPeaks	Smiles	SpecCharge	SpecMZ	SpectrumFile	SpectrumID	TIC_Query	UpdateWorkflowName	tags	internalFilename
46	M-H	N/A	-1	UNPD155179	Other	GCYounkin	316.152	N/A	N/A	qTof	Negative	LC-ESI	315.145	lib-00027.mgf	Bronze	3	0.371355	2.13041	0.000671387	PRIVATE-USER	TAKursar	315.145	N/A	0	7	CC(=C/CCC(C)(OC1OCC(O)C(O)C1O)C=C)C(=O)O	1	315.144	specs_ms.pklbin	CCMSLIB00004474591	15424.1	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin
1202	M-H	N/A	-1	UNPD189943	Other	GCYounkin	434.121	N/A	N/A	qTof	Negative	LC-ESI	433.114	lib-00027.mgf	Bronze	3	0.370951	3.2412	0.00140381	PRIVATE-USER	TAKursar	433.114	N/A	0	6	CC1OC(OC2C(Oc3cc(O)cc(O)c3C2=O)c4ccc(O)cc4)C(O)C(O)C1O	1	433.113	specs_ms.pklbin	CCMSLIB00004515963	1.2188e+06	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin
478	M-H	N/A	-1	UNPD21302	Other	GCYounkin	712.216	N/A	N/A	qTof	Negative	LC-ESI	711.208	lib-00027.mgf	Bronze	3	0.370681	0.257457	0.000183105	PRIVATE-USER	TAKursar	711.208	N/A	0	6	OC1C(COC(=O)C=Cc2ccccc2)OC(OC3Cc4c(O)cc(O)cc4OC3c5ccc(O)c(O)c5)C(OC(=O)C=Cc6ccccc6)C1O	1	711.208	specs_ms.pklbin	CCMSLIB00004536056	5.57308e+06	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin
1396	M-H	N/A	-1	Di_Gallocatechin_Type_B_Gallate_Gallate	Other	GCYounkin	914.154	N/A	N/A	qTof	Negative	LC-ESI	913.147	lib-00025.mgf	Bronze	3	0.369012	3.20834	0.00292969	PRIVATE-USER	TAKursar	913.147	N/A	0	6	c12c(c(cc(c1)O)O)C(C(C(O2)c1cc(c(c(c1)O)O)O)O)c1c2c(c(cc1O)OC(=O)c1cc(c(c(c1)OC(=O)c1cc(c(c(c1)O)O)O)O)O)CC(C(O2)c1cc(c(c(c1)O)O)O)O	1	913.144	specs_ms.pklbin	CCMSLIB00001056933	556771	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin
2613	M-H	N/A	-1	Di_Gallocatechin_Type_B_Gallate_Gallate	Other	GCYounkin	914.154	N/A	N/A	qTof	Negative	LC-ESI	913.147	lib-00025.mgf	Bronze	3	0.367412	3.87675	0.00354004	PRIVATE-USER	TAKursar	913.147	N/A	0	7	c12c(c(cc(c1)O)O)C(C(C(O2)c1cc(c(c(c1)O)O)O)O)c1c2c(c(cc1O)OC(=O)c1cc(c(c(c1)OC(=O)c1cc(c(c(c1)O)O)O)O)O)CC(C(O2)c1cc(c(c(c1)O)O)O)O	1	913.143	specs_ms.pklbin	CCMSLIB00001056933	437542	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin
2651	M-H	N/A	-1	Di_Gallocatechin_Type_B_Gallate_Gallate_Gallate	Other	GCYounkin	1066.17	N/A	N/A	qTof	Negative	LC-ESI	1065.16	lib-00025.mgf	Bronze	3	0.367317	2.40666	0.00256348	PRIVATE-USER	TAKursar	1065.16	N/A	0	7	c12c(c(cc(c1)O)O)C(C(C(O2)c1cc(c(c(c1)O)O)O)O)c1c2c(c(cc1O)OC(=O)c1cc(c(c(c1)OC(=O)c1cc(c(c(c1)OC(=O)c1cc(c(c(c1)O)O)O)O)O)O)O)CC(C(O2)c1cc(c(c(c1)O)O)O)O	1	1065.16	specs_ms.pklbin	CCMSLIB00001057809	13856.9	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin
1359	M-H	N/A	-1	Di_Gallocatechin_Type_B_Coumarate_Coumarate	Other	GCYounkin	902.206	N/A	N/A	qTof	Negative	LC-ESI	901.199	lib-00025.mgf	Bronze	3	0.366235	1.35453	0.0012207	PRIVATE-USER	TAKursar	901.199	N/A	0	8	c12c(c(cc(c1)O)O)C(C(C(O2)c1cc(c(c(c1)O)O)O)O)c1c2c(c(cc1O)O)CC(C(O2)c1cc(c(c(c1)OC(=O)/C=C/c1ccc(cc1)OC(=O)/C=C/c1ccc(cc1)O)O)O)O	1	901.197	specs_ms.pklbin	CCMSLIB00001056924	25572.2	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin
114	M-H	N/A	-1	Di_Gallocatechin_Type_B_Gallate_Gallate_Gallate	Other	GCYounkin	1066.17	N/A	N/A	qTof	Negative	LC-ESI	1065.16	lib-00025.mgf	Bronze	3	0.363513	3.09428	0.0032959	PRIVATE-USER	TAKursar	1065.16	N/A	0	8	c12c(c(cc(c1)O)O)C(C(C(O2)c1cc(c(c(c1)O)O)O)O)c1c2c(c(cc1O)OC(=O)c1cc(c(c(c1)OC(=O)c1cc(c(c(c1)OC(=O)c1cc(c(c(c1)O)O)O)O)O)O)O)CC(C(O2)c1cc(c(c(c1)O)O)O)O	1	1065.15	specs_ms.pklbin	CCMSLIB00001057807	70856.5	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin
417	M-H	N/A	-1	Gallocatechin_Coumarate_Gallate_Deoxyhexose	Other	GCYounkin	750.18	N/A	N/A	qTof	Negative	LC-ESI	749.172	lib-00025.mgf	Bronze	3	0.362776	0.24441	0.000183105	PRIVATE-USER	TAKursar	749.172	N/A	0	8	c12c(c(cc(c1)O)O)CC(C(O2)c1cc(c(c(c1)O)O)O)OC(=O)c1cc(c(c(c1)O)O)OC(=O)/C=C/c1ccc(cc1)OC1C(C(C(C(O1)C)O)O)O	1	749.172	specs_ms.pklbin	CCMSLIB00001057938	2.74063e+06	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin
935	M-H	N/A	-1	AcacicAcid_DiHydroxyPiperidinicAcid_FerulicAcid_Ribopyranoside	Other	GCYounkin	939.498	N/A	N/A	qTof	Negative	LC-ESI	938.491	lib-00026.mgf	Bronze	3	0.361187	20.161	0.0189209	PRIVATE-USER	TAKursar	938.491	N/A	0	8	COc1cc(C=CC(=O)OC2CC3(C(=O)O)C(O)CC4(C(=CCC5C4(C)CCC4C5(C)CCC(C4(C)C)OC(=O)C4NCC(C(C4)O)OC4OCC(C(C4O)O)O)C3CC2(C)C)C)ccc1O	1	938.51	specs_ms.pklbin	CCMSLIB00003755153	915218	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin
1014	M-H	N/A	-1	UNPD130961	Other	GCYounkin	914.191	N/A	N/A	qTof	Negative	LC-ESI	913.183	lib-00027.mgf	Bronze	3	0.360095	3.80975	0.003479	PRIVATE-USER	TAKursar	913.183	N/A	0	10	OC1Cc2c(O)cc(O)c(C3C(O)C(Oc4c3c(O)cc(O)c4C5C(O)C(Oc6cc(O)cc(O)c56)c7cc(O)c(O)c(O)c7)c8cc(O)c(O)c(O)c8)c2OC1c9cc(O)c(O)c(O)c9	1	913.18	specs_ms.pklbin	CCMSLIB00004663202	440825	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin
1426	M-H	N/A	-1	UNPD95411	Other	GCYounkin	420.106	N/A	N/A	qTof	Negative	LC-ESI	419.098	lib-00027.mgf	Bronze	3	0.35971	2.1117	0.00088501	PRIVATE-USER	TAKursar	419.098	N/A	0	6	OCC1OC(OC2C(Oc3cc(O)cc(O)c3C2=O)c4ccc(O)cc4)C(O)C1O	1	419.097	specs_ms.pklbin	CCMSLIB00004643992	463806	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin
1644	M-H	N/A	-1	UNPD5731	Other	GCYounkin	346.163	N/A	N/A	qTof	Negative	LC-ESI	345.155	lib-00027.mgf	Bronze	3	0.359514	3.27143	0.00112915	PRIVATE-USER	TAKursar	345.155	N/A	0	7	CC(=C/COC1OC(CO)C(O)C(O)C1O)CCC=C(/C)C(=O)O	1	345.154	specs_ms.pklbin	CCMSLIB00004598384	86116.4	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin
1358	M-H	N/A	-1	Di_Gallocatechin_Type_B_Coumarate_Coumarate	Other	GCYounkin	902.206	N/A	N/A	qTof	Negative	LC-ESI	901.199	lib-00025.mgf	Bronze	3	0.359057	4.13133	0.00372314	PRIVATE-USER	TAKursar	901.199	N/A	0	8	c12c(c(cc(c1)O)O)C(C(C(O2)c1cc(c(c(c1)O)O)O)O)c1c2c(c(cc1O)O)CC(C(O2)c1cc(c(c(c1)OC(=O)/C=C/c1ccc(cc1)OC(=O)/C=C/c1ccc(cc1)O)O)O)O	1	901.195	specs_ms.pklbin	CCMSLIB00001056924	89731.9	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin
165	M-H	N/A	-1	UNPD159178	Other	GCYounkin	1066.2	N/A	N/A	qTof	Negative	LC-ESI	1065.19	lib-00027.mgf	Bronze	3	0.358884	2.97958	0.00317383	PRIVATE-USER	TAKursar	1065.19	N/A	0	13	OC1Cc2c(O)cc(O)c(C3C(OC(=O)c4cc(O)c(O)c(O)c4)C(Oc5c(C6C(O)C(Oc7cc(O)cc(O)c67)c8cc(O)c(O)c(O)c8)c(O)cc(O)c35)c9cc(O)c(O)c(O)c9)c2OC1c%10cc(O)c(O)c(O)c%10	1	1065.19	specs_ms.pklbin	CCMSLIB00004479352	2.07535e+06	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin
757	M-H	N/A	-1	UNPD193961	Other	GCYounkin	807.477	N/A	N/A	qTof	Negative	LC-ESI	806.47	lib-00027.mgf	Bronze	3	0.358553	0.0756819	6.10352e-05	PRIVATE-USER	TAKursar	806.47	N/A	0	11	CC(=O)NC1C(O)C(O)C(COC2OCC(O)C(O)C2O)OC1OC3CCC4(C)C(CCC5(C)C4CC=C6C7CC(C)(C)CCC7(C(O)CC56C)C(=O)O)C3(C)C	1	806.47	specs_ms.pklbin	CCMSLIB00004520780	272305	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin
1434	M-H	N/A	-1	UNPD93254	Other	GCYounkin	898.196	N/A	N/A	qTof	Negative	LC-ESI	897.188	lib-00027.mgf	Bronze	3	0.358174	1.1565	0.0010376	PRIVATE-USER	TAKursar	897.188	N/A	0	10	OC1Cc2c(O)cc(O)c(C3C(O)C(Oc4c3c(O)cc(O)c4C5C(O)C(Oc6cc(O)cc(O)c56)c7cc(O)c(O)c(O)c7)c8cc(O)c(O)c(O)c8)c2OC1c9ccc(O)c(O)c9	1	897.187	specs_ms.pklbin	CCMSLIB00004641356	179213	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin
3249	M-H	N/A	-1	AcacicAcid_Coumaryl_Coumaryl_GlucosamineGlycoside_Pyranoside	Other	GCYounkin	1103.55	N/A	N/A	qTof	Negative	LC-ESI	1102.54	lib-00026.mgf	Bronze	3	0.357125	17.6041	0.0194092	PRIVATE-USER	TAKursar	1102.54	N/A	0	6	OCC1OC(OC(=O)C23CC(OC4OC(CO)C(C(C4O)O)O)C(CC3C3=CCC4C(C3(CC2O)C)(C)CCC2C4(C)CCC(C2(C)C)OC(=O)C=Cc2ccc(cc2)OC(=O)C=Cc2ccc(cc2)O)(C)C)C(C(C1O)O)N	1	1102.56	specs_ms.pklbin	CCMSLIB00003754786	2.39384e+06	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin
1241	M-H	N/A	-1	Gallocatechin_Catechin_Type_B_Gallate_Gallate	Other	GCYounkin	898.159	N/A	N/A	qTof	Negative	LC-ESI	897.152	lib-00025.mgf	Bronze	3	0.356008	3.67373	0.0032959	PRIVATE-USER	TAKursar	897.152	N/A	0	6	c12c(c(cc(c1)O)O)C(C(C(O2)c1cc(c(c(c1)O)O)O)O)c1c2c(c(cc1O)OC(=O)c1cc(c(c(c1)OC(=O)c1cc(c(c(c1)O)O)O)O)O)CC(C(O2)c1ccc(c(c1)O)O)O	1	897.149	specs_ms.pklbin	CCMSLIB00001056849	31778.9	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin
94	M-H	N/A	-1	Di_Catechin_Type_B_Deoxyhexose_Cinnamate	Other	GCYounkin	854.242	N/A	N/A	qTof	Negative	LC-ESI	853.235	lib-00025.mgf	Bronze	3	0.35455	0.429203	0.000366211	PRIVATE-USER	TAKursar	853.235	N/A	0	7	c12c(c(cc(c1)O)O)C(C(C(O2)c1ccc(c(c1)O)O)O)c1c2c(c(cc1O)OC(=O)/C=C/c1ccccc1)CC(C(O2)c1ccc(c(c1)OC1OC(C(C(C1O)O)O)C)O)O	1	853.235	specs_ms.pklbin	CCMSLIB00001056753	2.83809e+06	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin
1999	M-H	N/A	-1	AcacicAcid_Cinnamyl_HexopyranuronicAcidGlycoside	Other	GCYounkin	956.477	N/A	N/A	qTof	Negative	LC-ESI	955.47	lib-00026.mgf	Bronze	3	0.354417	18.9723	0.0181274	PRIVATE-USER	TAKursar	955.47	N/A	0	7	OCC1OC(OC2CC3(C(=O)OC4OC(C(=O)O)C(C(C4O)O)O)C(O)CC4(C(=CCC5C4(C)CCC4C5(C)CCC(C4(C)C)OC(=O)C=Cc4ccccc4)C3CC2(C)C)C)C(C(C1O)O)O	1	955.488	specs_ms.pklbin	CCMSLIB00003742180	5.92241e+06	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin
342	M-H	N/A	-1	UNPD140338	Other	GCYounkin	372.106	N/A	N/A	qTof	Negative	LC-ESI	371.098	lib-00027.mgf	Bronze	3	0.352954	1.80919	0.000671387	PRIVATE-USER	TAKursar	371.098	N/A	0	6	COC(=O)C1=COC(OC2OC(CO)C(O)C(O)C2O)C3C1C=CC3=O	1	371.098	specs_ms.pklbin	CCMSLIB00004674437	158779	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin
2875	M-H	N/A	-1	Di_Gallocatechin_Type_B_Coumarate	Other	GCYounkin	756.169	N/A	N/A	qTof	Negative	LC-ESI	755.162	lib-00025.mgf	Bronze	3	0.352572	0.40412	0.000305176	PRIVATE-USER	TAKursar	755.162	N/A	0	6	c12c(c(cc(c1)O)O)C(C(C(O2)c1cc(c(c(c1)O)O)O)O)c1c2c(c(cc1O)O)CC(C(O2)c1cc(c(c(c1)OC(=O)/C=C/c1ccc(cc1)O)O)O)O	1	755.161	specs_ms.pklbin	CCMSLIB00001056870	1.44451e+06	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin
2356	M-H	N/A	-1	UNPD132809	Other	GCYounkin	740.195	N/A	N/A	qTof	Negative	LC-ESI	739.188	lib-00027.mgf	Bronze	3	0.35196	1.89912	0.00140381	PRIVATE-USER	TAKursar	739.188	N/A	0	7	OCC1OC(C(O)C(O)C1O)c2c(O)c(C3C(O)C(Oc4cc(O)cc(O)c34)c5ccc(O)c(O)c5)c(O)c(C(=O)CCc6ccc(O)c(O)c6)c2O	1	739.189	specs_ms.pklbin	CCMSLIB00004665416	1.73501e+06	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin
289	M-H	N/A	-1	UNPD92123	Other	GCYounkin	1122.58	N/A	N/A	qTof	Negative	LC-ESI	1121.57	lib-00027.mgf	Bronze	3	0.351785	3.15631	0.00354004	PRIVATE-USER	TAKursar	1121.57	N/A	0	9	CC(CCC(OC1OC(COC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O)C(C)(C)O)C3CCC4(C)C5CC=C6C(CCC(OC7OC(COC8OC(CO)C(O)C(O)C8O)C(O)C(O)C7O)C6(C)C)C5(C)C(=O)CC34C	1	1121.57	specs_ms.pklbin	CCMSLIB00004640077	181247	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin
1488	M-H	N/A	-1	UNPD123868	Other	GCYounkin	590.127	N/A	N/A	qTof	Negative	LC-ESI	589.12	lib-00027.mgf	Bronze	3	0.350893	21.1352	0.0124512	PRIVATE-USER	TAKursar	589.12	N/A	0	6	OCc1ccccc1OC2OC(COC(=O)c3cc(O)c(O)c(O)c3)C(OC(=O)c4cc(O)c(O)c(O)c4)C(O)C2O	1	589.107	specs_ms.pklbin	CCMSLIB00004654627	14750.8	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin
2614	M-H	N/A	-1	Catechin_Gallate_Gallate	Other	GCYounkin	594.101	N/A	N/A	qTof	Negative	LC-ESI	593.094	lib-00025.mgf	Bronze	3	0.350887	2.26402	0.00134277	PRIVATE-USER	TAKursar	593.094	N/A	0	7	c12c(c(cc(c1)O)O)CC(C(O2)c1ccc(c(c1)O)O)OC(=O)c1cc(c(c(c1)O)O)OC(=O)c1cc(c(c(c1)O)O)O	1	593.092	specs_ms.pklbin	CCMSLIB00001057139	2.32371e+06	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin
2211	M-H	N/A	-1	UNPD156787	Other	GCYounkin	580.143	N/A	N/A	qTof	Negative	LC-ESI	579.136	lib-00027.mgf	Bronze	3	0.349919	13.0684	0.00756836	PRIVATE-USER	TAKursar	579.136	N/A	0	6	OC1COC(OCC2OC(OC3=C(Oc4cc(O)cc(O)c4C3=O)c5ccc(O)cc5)C(O)C(O)C2O)C(O)C1O	1	579.143	specs_ms.pklbin	CCMSLIB00004476494	17673.6	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin
1573	M-H	N/A	-1	UNPD203609	Other	GCYounkin	576.127	N/A	N/A	qTof	Negative	LC-ESI	575.12	lib-00027.mgf	Bronze	3	0.349608	1.69802	0.000976562	PRIVATE-USER	TAKursar	575.12	N/A	0	9	O[C@H]1Cc2cc(O)cc([C@@H]3[C@@H]4O[C@@]4(Oc5cc(O)cc(O)c35)c6ccc(O)c(O)c6)c2O[C@@H]1c7cc(O)c(O)c(O)c7	1	575.119	specs_ms.pklbin	CCMSLIB00004528470	286363	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin
1176	M-H	N/A	-1	Di_Hydro_Quercetin_Pentose	Other	GCYounkin	436.101	N/A	N/A	qTof	Negative	LC-ESI	435.093	lib-00025.mgf	Bronze	3	0.349578	2.45491	0.00106812	PRIVATE-USER	TAKursar	435.093	N/A	0	6	c12c(c(cc(c1)O)O)C(=O)C(C(O2)c1cc(c(cc1)O)O)OC1OC(C(C1O)O)CO	1	435.092	specs_ms.pklbin	CCMSLIB00001057298	694063	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin
2334	M-H	N/A	-1	Di_Catechin_Type_B_Coumarate_Gallate	Other	GCYounkin	876.19	N/A	N/A	qTof	Negative	LC-ESI	875.183	lib-00025.mgf	Bronze	3	0.348529	4.53309	0.00396729	PRIVATE-USER	TAKursar	875.183	N/A	0	6	c12c(c(cc(c1)O)O)C(C(C(O2)c1ccc(c(c1)O)O)O)c1c2c(c(cc1O)OC(=O)c1cc(c(c(c1)OC(=O)/C=C/c1ccc(cc1)O)O)O)CC(C(O2)c1ccc(c(c1)O)O)O	1	875.179	specs_ms.pklbin	CCMSLIB00001056759	26570.8	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin
1963	M-H	N/A	-1	UNPD63177	Other	GCYounkin	574.111	N/A	N/A	qTof	Negative	LC-ESI	573.104	lib-00027.mgf	Bronze	3	0.348017	1.91699	0.00109863	PRIVATE-USER	TAKursar	573.104	N/A	0	8	OC1C(Oc2cc(O)ccc2C1c3c(O)c(O)c(O)cc3C4=CC(=O)c5ccc(O)cc5O4)c6cc(O)c(O)c(O)c6	1	573.103	specs_ms.pklbin	CCMSLIB00004605481	18260.5	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin
1105	M-H	N/A	-1	UNPD27375	Other	GCYounkin	834.216	N/A	N/A	qTof	Negative	LC-ESI	833.209	lib-00027.mgf	Bronze	3	0.347245	3.80916	0.00317383	PRIVATE-USER	TAKursar	833.209	N/A	0	10	OC1C(O)c2cc(C3C(O)C(Oc4cc(O)c(cc34)C5C(O)C(Oc6cc(O)ccc56)c7ccc(O)c(O)c7)c8ccc(O)c(O)c8)c(O)cc2OC1c9ccc(O)c(O)c9	1	833.206	specs_ms.pklbin	CCMSLIB00004562600	1.81169e+06	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin
2489	M-H	N/A	-1	Di_Gallocatechin_Type_B_Gallate_Gallate	Other	GCYounkin	914.154	N/A	N/A	qTof	Negative	LC-ESI	913.147	lib-00025.mgf	Bronze	3	0.347192	3.20834	0.00292969	PRIVATE-USER	TAKursar	913.147	N/A	0	6	c12c(c(cc(c1)O)O)C(C(C(O2)c1cc(c(c(c1)O)O)O)O)c1c2c(c(cc1O)OC(=O)c1cc(c(c(c1)OC(=O)c1cc(c(c(c1)O)O)O)O)O)CC(C(O2)c1cc(c(c(c1)O)O)O)O	1	913.144	specs_ms.pklbin	CCMSLIB00001056933	361068	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin
2714	M-H	N/A	-1	UNPD64436	Other	GCYounkin	754.138	N/A	N/A	qTof	Negative	LC-ESI	753.131	lib-00027.mgf	Bronze	3	0.346811	0.567293	0.000427246	PRIVATE-USER	TAKursar	753.131	N/A	0	7	OC1C(OCCc2ccc(O)cc2)OC3COC(=O)c4cc(O)c(O)c(O)c4c5c(O)c(O)c(O)cc5C(=O)OC3C1OC(=O)c6cc(O)c(O)c(O)c6	1	753.131	specs_ms.pklbin	CCMSLIB00004607016	118505	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin
2203	M-H	N/A	-1	UNPD52660	Other	GCYounkin	1154.27	N/A	N/A	qTof	Negative	LC-ESI	1153.26	lib-00027.mgf	Bronze	3	0.346792	3.38713	0.00390625	PRIVATE-USER	TAKursar	1153.26	N/A	0	11	OC1Cc2c(O)c(C3C(O)C(Oc4c3c(O)cc(O)c4C5C(O)C(Oc6c5c(O)cc(O)c6C7C(O)C(Oc8cc(O)cc(O)c78)c9ccc(O)c(O)c9)c%10ccc(O)c(O)c%10)c%11ccc(O)c(O)c%11)c(O)cc2OC1c%12ccc(O)c(O)c%12	1	1153.26	specs_ms.pklbin	CCMSLIB00004592838	28246.7	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin
1521	M-H	N/A	-1	UNPD14129	Other	GCYounkin	882.201	N/A	N/A	qTof	Negative	LC-ESI	881.193	lib-00027.mgf	Bronze	3	0.34672	3.18615	0.00280762	PRIVATE-USER	TAKursar	881.193	N/A	0	10	OC1C(O)c2c(O)cc(O)c(C3C(O)C(Oc4c3c(O)cc(O)c4C5C(O)C(Oc6cc(O)cc(O)c56)c7ccc(O)c(O)c7)c8ccc(O)c(O)c8)c2OC1c9ccc(O)c(O)c9	1	881.191	specs_ms.pklbin	CCMSLIB00004675572	15598.3	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin
2890	M-H	N/A	-1	Di_Catechin_Type_B_Cinnamate	Other	GCYounkin	708.184	N/A	N/A	qTof	Negative	LC-ESI	707.177	lib-00025.mgf	Bronze	3	0.343721	0.690465	0.000488281	PRIVATE-USER	TAKursar	707.177	N/A	0	8	c12c(c(cc(c1)O)O)C(C(C(O2)c1ccc(c(c1)O)O)O)c1c2c(c(cc1O)OC(=O)/C=C/c1ccccc1)CC(C(O2)c1ccc(c(c1)O)O)O	1	707.177	specs_ms.pklbin	CCMSLIB00001056708	565670	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin
2892	M-H	N/A	-1	Coumaryl_Coumaryl_EchinocysticAcid_GlucosamineGlycoside_Pyranoside	Other	GCYounkin	1087.55	N/A	N/A	qTof	Negative	LC-ESI	1086.54	lib-00026.mgf	Bronze	3	0.341191	17.8632	0.0194092	PRIVATE-USER	TAKursar	1086.54	N/A	0	9	OCC1OC(OC(=O)C23CCC(CC3C3=CCC4C(C3(CC2O)C)(C)CCC2C4(C)CCC(C2(C)C)OC(=O)C=Cc2ccc(cc2)OC2OC(CO)C(C(C2O)O)O)(C)C)C(C(C1OC(=O)C=Cc1ccc(cc1)O)O)N	1	1086.56	specs_ms.pklbin	CCMSLIB00003776033	87959	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin
2363	M-H	N/A	-1	UNPD176504	Other	GCYounkin	492.2	N/A	N/A	qTof	Negative	LC-ESI	491.192	lib-00027.mgf	Bronze	3	0.339664	1.86389	0.000915527	PRIVATE-USER	TAKursar	491.192	N/A	0	7	COc1cc(ccc1O)C2Oc3c(OC)cc(CCCO)cc3C2COC4OCC(O)C(O)C4O	1	491.191	specs_ms.pklbin	CCMSLIB00004500015	102175	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin
458	M-H	N/A	-1	UNPD215024	Other	GCYounkin	608.117	N/A	N/A	qTof	Negative	LC-ESI	607.109	lib-00027.mgf	Bronze	3	0.339044	1.20641	0.000732422	PRIVATE-USER	TAKursar	607.109	N/A	0	7	O[C@@H]1Cc2c(O)cc3O[C@]4(Oc5cc(O)cc(O)c5[C@H]([C@@H]4O)c3c2O[C@@H]1c6cc(O)c(O)c(O)c6)c7cc(O)c(O)c(O)c7	1	607.109	specs_ms.pklbin	CCMSLIB00004538420	18158.8	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin
2777	M-H	N/A	-1	Di_Gallocatechin_Type_B_Gallate_Gallate_Gallate	Other	GCYounkin	1066.17	N/A	N/A	qTof	Negative	LC-ESI	1065.16	lib-00025.mgf	Bronze	3	0.338035	2.17746	0.00231934	PRIVATE-USER	TAKursar	1065.16	N/A	0	8	c12c(c(cc(c1)O)O)C(C(C(O2)c1cc(c(c(c1)O)O)O)O)c1c2c(c(cc1O)OC(=O)c1cc(c(c(c1)OC(=O)c1cc(c(c(c1)OC(=O)c1cc(c(c(c1)O)O)O)O)O)O)O)CC(C(O2)c1cc(c(c(c1)O)O)O)O	1	1065.16	specs_ms.pklbin	CCMSLIB00001057807	133144	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin
2287	M-H	N/A	-1	UNPD64436	Other	GCYounkin	754.138	N/A	N/A	qTof	Negative	LC-ESI	753.131	lib-00027.mgf	Bronze	3	0.337942	0.486251	0.000366211	PRIVATE-USER	TAKursar	753.131	N/A	0	8	OC1C(OCCc2ccc(O)cc2)OC3COC(=O)c4cc(O)c(O)c(O)c4c5c(O)c(O)c(O)cc5C(=O)OC3C1OC(=O)c6cc(O)c(O)c(O)c6	1	753.131	specs_ms.pklbin	CCMSLIB00004607016	2.0058e+07	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin
